% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct	ccId
50	1	2	1	0	28	549	0	1	1	0
50	1	1	2	0	28	549	0	1	1	0
50	1	3	3	0	28	549	0	1	1	0
50	1	4	4	0	28	549	0	1	1	0
51	1	2	1	0	28	549	0	1	1	0
51	1	1	2	0	28	549	0	1	1	0
51	1	3	3	0	28	549	0	1	1	0
51	1	4	4	0	28	549	0	1	1	0
52	1	2	1	0	28	749	0	1	0	0
52	1	3	3	0	28	749	0	1	1	0
52	1	4	4	0	28	749	0	1	1	0
53	1	2	1	0	28	749	0	1	0	0
53	1	1	2	0	28	749	0	1	0	0
53	1	4	4	0	28	749	0	1	1	0
54	1	2	1	0	28	549	0	1	0	0
54	1	1	2	0	28	549	0	1	0	0
54	1	3	3	0	28	549	0	1	0	0
54	1	4	4	0	28	549	0	1	1	0
55	1	2	1	0	28	549	0	1	0	0
55	1	1	2	0	28	549	0	1	0	0
55	1	3	3	0	28	549	0	1	0	0
55	1	4	4	0	28	549	0	1	1	0
56	1	2	1	0	28	549	0	1	1	0
56	1	1	2	0	28	549	0	1	1	0
56	1	3	3	0	28	549	0	1	0	0
56	1	4	4	0	28	549	0	1	0	0
57	1	2	1	0	28	549	0	1	1	0
57	1	1	2	0	28	549	0	1	1	0
57	1	3	3	0	28	549	0	1	1	0
57	1	4	4	0	28	549	0	1	0	0
58	1	2	1	0	28	549	0	1	0	0
58	1	1	2	0	28	549	0	1	1	0
58	1	3	3	0	28	549	0	1	1	0
58	1	4	4	0	28	549	0	1	0	0
59	1	3	3	0	28	1095	0	1	1	0
59	1	4	4	0	28	1095	0	1	0	0
61	1	4	4	0	28	2292	0	1	1	0
68	1	4	4	0	28	749	0	1	1	0
69	1	4	4	0	28	749	0	1	1	0
71	1	4	4	0	28	749	0	1	1	0
72	1	4	4	0	28	749	0	1	1	0
74	1	3	3	0	28	749	0	1	1	0
75	1	3	3	0	28	749	0	1	1	0
76	1	3	3	0	28	749	0	1	1	0
77	1	4	4	0	28	749	0	1	1	0
78	1	4	4	0	28	749	0	1	1	0
81	1	4	4	0	28	749	0	1	1	0
82	1	4	4	0	28	749	0	1	1	0
84	1	3	3	0	28	749	0	1	1	0
85	1	3	3	0	28	749	0	1	1	0
86	1	3	3	0	28	749	0	1	1	0
87	1	2	1	0	28	749	0	1	1	0
87	1	4	4	0	28	749	0	1	1	0
88	1	2	1	0	28	749	0	1	1	0
88	1	1	2	0	28	749	0	1	1	0
88	1	4	4	0	28	749	0	1	1	0
89	1	2	1	0	28	1095	0	1	1	0
89	1	1	2	0	28	1095	0	1	1	0
90	1	2	1	0	28	1095	0	1	1	0
90	1	1	2	0	28	1095	0	1	1	0
91	1	2	1	0	28	749	0	1	1	0
91	1	1	2	0	28	749	0	1	1	0
91	1	4	4	0	28	749	0	1	1	0
92	1	2	1	0	28	749	0	1	1	0
92	1	1	2	0	28	749	0	1	1	0
92	1	4	4	0	28	749	0	1	1	0
93	1	2	1	0	28	1095	0	1	1	0
93	1	1	2	0	28	1095	0	1	1	0
94	1	2	1	0	28	749	0	1	1	0
94	1	1	2	0	28	749	0	1	1	0
94	1	3	3	0	28	749	0	1	1	0
95	1	2	1	0	28	749	0	1	1	0
95	1	1	2	0	28	749	0	1	1	0
95	1	3	3	0	28	749	0	1	1	0
96	1	2	1	0	28	749	0	1	1	0
96	1	1	2	0	28	749	0	1	1	0
96	1	3	3	0	28	749	0	1	1	0
97	1	2	1	0	28	749	0	1	1	0
97	1	1	2	0	28	749	0	1	1	0
97	1	4	4	0	28	749	0	1	1	0
98	1	2	1	0	28	749	0	1	0	0
98	1	1	2	0	28	749	0	1	1	0
98	1	4	4	0	28	749	0	1	1	0
99	1	2	1	0	28	1095	0	1	1	0
99	1	1	2	0	28	1095	0	1	0	0
101	1	2	1	0	28	749	0	1	0	0
101	1	1	2	0	28	749	0	1	0	0
101	1	4	4	0	28	749	0	1	1	0
102	1	2	1	0	28	1095	0	1	0	0
102	1	4	4	0	28	1095	0	1	1	0
104	1	2	1	0	28	749	0	1	0	0
104	1	1	2	0	28	749	0	1	0	0
104	1	3	3	0	28	749	0	1	1	0
105	1	1	2	0	28	1095	0	1	0	0
105	1	3	3	0	28	1095	0	1	1	0
106	1	2	1	0	28	1095	0	1	1	0
106	1	3	3	0	28	1095	0	1	1	0
107	1	2	1	0	28	1095	0	1	0	0
107	1	4	4	0	28	1095	0	1	1	0
111	1	4	4	0	28	2292	0	1	1	0
113	1	2	1	0	28	1095	0	1	1	0
114	1	3	3	0	28	749	0	1	1	0
115	1	3	3	0	28	749	0	1	1	0
116	1	3	3	0	28	749	0	1	1	0
117	1	4	4	0	28	749	0	1	1	0
118	1	4	4	0	28	749	0	1	1	0
120	1	2	1	0	28	1095	0	1	1	0
121	1	2	1	0	28	749	0	1	1	0
121	1	4	4	0	28	749	0	1	1	0
122	1	4	4	0	28	1095	0	1	1	0
123	1	2	1	0	28	1095	0	1	1	0
124	1	2	1	0	28	749	0	1	0	0
124	1	3	3	0	28	749	0	1	1	0
125	1	3	3	0	28	1095	0	1	1	0
126	1	2	1	0	28	749	0	1	1	0
126	1	3	3	0	28	749	0	1	1	0
127	1	2	1	0	28	749	0	1	1	0
127	1	4	4	0	28	749	0	1	1	0
128	1	2	1	0	28	749	0	1	0	0
128	1	1	2	0	28	749	0	1	1	0
128	1	4	4	0	28	749	0	1	1	0
129	1	1	2	0	28	2292	0	1	1	0
130	1	1	2	0	28	2292	0	1	1	0
131	1	4	4	0	28	2292	0	1	1	0
133	1	2	1	0	28	1095	0	1	1	0
133	1	1	2	0	28	1095	0	1	1	0
134	1	2	1	0	28	749	0	1	0	0
134	1	1	2	0	28	749	0	1	0	0
134	1	3	3	0	28	749	0	1	1	0
135	1	1	2	0	28	1095	0	1	0	0
135	1	3	3	0	28	1095	0	1	1	0
136	1	1	2	0	28	749	0	1	1	0
136	1	3	3	0	28	749	0	1	1	0
137	1	1	2	0	28	749	0	1	1	0
137	1	4	4	0	28	749	0	1	1	0
138	1	1	2	0	28	749	0	1	1	0
138	1	4	4	0	28	749	0	1	1	0
140	1	2	1	0	28	1095	0	1	1	0
140	1	1	2	0	28	1095	0	1	0	0
141	1	4	4	0	28	1095	0	1	1	0
144	1	1	2	0	28	749	0	1	0	0
144	1	3	3	0	28	749	0	1	1	0
145	1	1	2	0	28	749	0	1	0	0
145	1	3	3	0	28	749	0	1	1	0
146	1	3	3	0	28	1095	0	1	1	0
147	1	2	1	0	28	1095	0	1	1	0
147	1	4	4	0	28	1095	0	1	1	0
148	1	2	1	0	28	1095	0	1	1	0
148	1	4	4	0	28	1095	0	1	0	0
151	1	4	4	0	28	2292	0	1	1	0
153	1	2	1	0	28	1095	0	1	1	0
154	1	2	1	0	28	749	0	1	0	0
154	1	3	3	0	28	749	0	1	1	0
155	1	2	1	0	28	749	0	1	0	0
155	1	3	3	0	28	749	0	1	1	0
156	1	2	1	0	28	749	0	1	1	0
156	1	3	3	0	28	749	0	1	1	0
157	1	2	1	0	28	749	0	1	1	0
158	1	4	4	0	28	1095	0	1	1	0
161	1	4	4	0	28	1095	0	1	1	0
163	1	2	1	0	28	1095	0	1	1	0
164	1	2	1	0	28	749	0	1	0	0
164	1	3	3	0	28	749	0	1	1	0
165	1	3	3	0	28	1095	0	1	1	0
166	1	2	1	0	28	749	0	1	1	0
166	1	3	3	0	28	749	0	1	1	0
167	1	2	1	0	28	749	0	1	1	0
167	1	4	4	0	28	749	0	1	1	0
168	1	1	2	0	28	1095	0	1	1	0
168	1	4	4	0	28	1095	0	1	1	0
169	1	1	2	0	28	2292	0	1	1	0
170	1	1	2	0	28	2292	0	1	1	0
171	1	4	4	0	28	2292	0	1	1	0
173	1	2	1	0	28	1095	0	1	1	0
173	1	1	2	0	28	1095	0	1	1	0
174	1	2	1	0	28	749	0	1	0	0
174	1	1	2	0	28	749	0	1	0	0
174	1	3	3	0	28	749	0	1	1	0
175	1	1	2	0	28	1095	0	1	0	0
175	1	3	3	0	28	1095	0	1	1	0
176	1	2	1	0	28	749	0	1	1	0
176	1	1	2	0	28	749	0	1	1	0
176	1	3	3	0	28	749	0	1	1	0
177	1	2	1	0	28	749	0	1	1	0
177	1	1	2	0	28	749	0	1	1	0
177	1	4	4	0	28	749	0	1	1	0
178	1	1	2	0	28	1095	0	1	1	0
178	1	4	4	0	28	1095	0	1	1	0
181	1	4	4	0	28	2292	0	1	1	0
183	1	2	1	0	28	1095	0	1	1	0
183	1	1	2	0	28	1095	0	1	0	0
184	1	2	1	0	28	749	0	1	0	0
184	1	1	2	0	28	749	0	1	0	0
184	1	3	3	0	28	749	0	1	1	0
185	1	1	2	0	28	1095	0	1	0	0
185	1	3	3	0	28	1095	0	1	1	0
186	1	2	1	0	28	1095	0	1	1	0
186	1	3	3	0	28	1095	0	1	1	0
187	1	2	1	0	28	1095	0	1	0	0
187	1	4	4	0	28	1095	0	1	1	0
191	1	4	4	0	28	2292	0	1	1	0
193	1	2	1	0	28	1095	0	1	1	0
194	1	3	3	0	28	749	0	1	1	0
195	1	3	3	0	28	749	0	1	1	0
196	1	3	3	0	28	749	0	1	1	0
197	1	4	4	0	28	749	0	1	1	0
198	1	4	4	0	28	749	0	1	1	0
200	1	2	1	0	28	1095	0	1	1	0
201	1	2	1	0	28	749	0	1	1	0
201	1	4	4	0	28	749	0	1	1	0
202	1	4	4	0	28	1095	0	1	1	0
203	1	2	1	0	28	1095	0	1	1	0
204	1	2	1	0	28	749	0	1	0	0
204	1	3	3	0	28	749	0	1	1	0
205	1	3	3	0	28	1095	0	1	1	0
206	1	2	1	0	28	749	0	1	1	0
206	1	3	3	0	28	749	0	1	1	0
207	1	2	1	0	28	749	0	1	1	0
207	1	4	4	0	28	749	0	1	1	0
208	1	2	1	0	28	749	0	1	0	0
208	1	1	2	0	28	749	0	1	1	0
208	1	4	4	0	28	749	0	1	1	0
209	1	1	2	0	28	2292	0	1	1	0
210	1	1	2	0	28	2292	0	1	1	0
211	1	4	4	0	28	2292	0	1	1	0
213	1	2	1	0	28	1095	0	1	1	0
213	1	1	2	0	28	1095	0	1	1	0
214	1	2	1	0	28	749	0	1	0	0
214	1	1	2	0	28	749	0	1	0	0
214	1	3	3	0	28	749	0	1	1	0
215	1	1	2	0	28	1095	0	1	0	0
215	1	3	3	0	28	1095	0	1	1	0
216	1	1	2	0	28	749	0	1	1	0
216	1	3	3	0	28	749	0	1	1	0
217	1	1	2	0	28	749	0	1	1	0
217	1	4	4	0	28	749	0	1	1	0
218	1	1	2	0	28	749	0	1	1	0
218	1	4	4	0	28	749	0	1	1	0
220	1	2	1	0	28	1095	0	1	1	0
220	1	1	2	0	28	1095	0	1	0	0
221	1	4	4	0	28	1095	0	1	1	0
224	1	1	2	0	28	749	0	1	0	0
224	1	3	3	0	28	749	0	1	1	0
225	1	1	2	0	28	749	0	1	0	0
225	1	3	3	0	28	749	0	1	1	0
226	1	3	3	0	28	1095	0	1	1	0
227	1	2	1	0	28	1095	0	1	1	0
227	1	4	4	0	28	1095	0	1	1	0
228	1	2	1	0	28	1095	0	1	1	0
228	1	4	4	0	28	1095	0	1	0	0
231	1	4	4	0	28	2292	0	1	1	0
233	1	2	1	0	28	1095	0	1	1	0
234	1	2	1	0	28	749	0	1	0	0
234	1	3	3	0	28	749	0	1	1	0
235	1	2	1	0	28	749	0	1	0	0
235	1	3	3	0	28	749	0	1	1	0
236	1	2	1	0	28	749	0	1	1	0
236	1	3	3	0	28	749	0	1	1	0
237	1	2	1	0	28	749	0	1	1	0
238	1	4	4	0	28	1095	0	1	1	0
241	1	4	4	0	28	1095	0	1	1	0
243	1	2	1	0	28	1095	0	1	1	0
244	1	2	1	0	28	749	0	1	0	0
244	1	3	3	0	28	749	0	1	1	0
245	1	3	3	0	28	1095	0	1	1	0
246	1	2	1	0	28	749	0	1	1	0
246	1	3	3	0	28	749	0	1	1	0
247	1	2	1	0	28	749	0	1	1	0
247	1	4	4	0	28	749	0	1	1	0
248	1	1	2	0	28	1095	0	1	1	0
248	1	4	4	0	28	1095	0	1	1	0
249	1	1	2	0	28	2292	0	1	1	0
250	1	1	2	0	28	2292	0	1	1	0
251	1	4	4	0	28	2292	0	1	1	0
253	1	2	1	0	28	1095	0	1	1	0
253	1	1	2	0	28	1095	0	1	1	0
254	1	2	1	0	28	749	0	1	0	0
254	1	1	2	0	28	749	0	1	0	0
254	1	3	3	0	28	749	0	1	1	0
255	1	1	2	0	28	1095	0	1	0	0
255	1	3	3	0	28	1095	0	1	1	0
256	1	2	1	0	28	749	0	1	1	0
256	1	1	2	0	28	749	0	1	1	0
256	1	3	3	0	28	749	0	1	1	0
257	1	2	1	0	28	749	0	1	1	0
257	1	1	2	0	28	749	0	1	1	0
257	1	4	4	0	28	749	0	1	1	0
258	1	1	2	0	28	1095	0	1	1	0
258	1	4	4	0	28	1095	0	1	1	0
261	1	4	4	0	28	2292	0	1	1	0
263	1	2	1	0	28	1095	0	1	1	0
263	1	1	2	0	28	1095	0	1	0	0
264	1	2	1	0	28	749	0	1	0	0
264	1	1	2	0	28	749	0	1	0	0
264	1	3	3	0	28	749	0	1	1	0
265	1	1	2	0	28	1095	0	1	0	0
265	1	3	3	0	28	1095	0	1	1	0
266	1	2	1	0	28	1095	0	1	1	0
266	1	3	3	0	28	1095	0	1	1	0
267	1	2	1	0	28	1095	0	1	0	0
267	1	4	4	0	28	1095	0	1	1	0
271	1	4	4	0	28	2292	0	1	1	0
273	1	2	1	0	28	1095	0	1	1	0
274	1	3	3	0	28	749	0	1	1	0
275	1	3	3	0	28	749	0	1	1	0
276	1	3	3	0	28	749	0	1	1	0
277	1	4	4	0	28	749	0	1	1	0
278	1	4	4	0	28	749	0	1	1	0
280	1	2	1	0	28	1095	0	1	1	0
281	1	2	1	0	28	749	0	1	1	0
281	1	4	4	0	28	749	0	1	1	0
282	1	4	4	0	28	1095	0	1	1	0
283	1	2	1	0	28	1095	0	1	1	0
284	1	2	1	0	28	749	0	1	0	0
284	1	3	3	0	28	749	0	1	1	0
285	1	3	3	0	28	1095	0	1	1	0
286	1	2	1	0	28	749	0	1	1	0
286	1	3	3	0	28	749	0	1	1	0
287	1	2	1	0	28	749	0	1	1	0
287	1	4	4	0	28	749	0	1	1	0
288	1	2	1	0	28	749	0	1	0	0
288	1	1	2	0	28	749	0	1	1	0
288	1	4	4	0	28	749	0	1	1	0
289	1	1	2	0	28	2292	0	1	1	0
290	1	1	2	0	28	2292	0	1	1	0
291	1	4	4	0	28	2292	0	1	1	0
293	1	2	1	0	28	1095	0	1	1	0
293	1	1	2	0	28	1095	0	1	1	0
294	1	2	1	0	28	749	0	1	0	0
294	1	1	2	0	28	749	0	1	0	0
294	1	3	3	0	28	749	0	1	1	0
295	1	1	2	0	28	1095	0	1	0	0
295	1	3	3	0	28	1095	0	1	1	0
296	1	1	2	0	28	749	0	1	1	0
296	1	3	3	0	28	749	0	1	1	0
297	1	1	2	0	28	749	0	1	1	0
297	1	4	4	0	28	749	0	1	1	0
298	1	1	2	0	28	749	0	1	1	0
298	1	4	4	0	28	749	0	1	1	0
300	1	2	1	0	28	1095	0	1	1	0
300	1	1	2	0	28	1095	0	1	0	0
301	1	4	4	0	28	1095	0	1	1	0
304	1	1	2	0	28	749	0	1	0	0
304	1	3	3	0	28	749	0	1	1	0
305	1	1	2	0	28	749	0	1	0	0
305	1	3	3	0	28	749	0	1	1	0
306	1	3	3	0	28	1095	0	1	1	0
307	1	2	1	0	28	1095	0	1	1	0
307	1	4	4	0	28	1095	0	1	1	0
308	1	2	1	0	28	1095	0	1	1	0
308	1	4	4	0	28	1095	0	1	0	0
311	1	4	4	0	28	2292	0	1	1	0
313	1	2	1	0	28	1095	0	1	1	0
314	1	2	1	0	28	749	0	1	0	0
314	1	3	3	0	28	749	0	1	1	0
315	1	2	1	0	28	749	0	1	0	0
315	1	3	3	0	28	749	0	1	1	0
316	1	2	1	0	28	749	0	1	1	0
316	1	3	3	0	28	749	0	1	1	0
317	1	2	1	0	28	749	0	1	1	0
318	1	4	4	0	28	1095	0	1	1	0
321	1	4	4	0	28	1095	0	1	1	0
323	1	2	1	0	28	1095	0	1	1	0
324	1	2	1	0	28	749	0	1	0	0
324	1	3	3	0	28	749	0	1	1	0
325	1	3	3	0	28	1095	0	1	1	0
326	1	2	1	0	28	749	0	1	1	0
326	1	3	3	0	28	749	0	1	1	0
327	1	2	1	0	28	749	0	1	1	0
327	1	4	4	0	28	749	0	1	1	0
328	1	1	2	0	28	1095	0	1	1	0
328	1	4	4	0	28	1095	0	1	1	0
329	1	1	2	0	28	2292	0	1	1	0
330	1	1	2	0	28	2292	0	1	1	0
331	1	4	4	0	28	2292	0	1	1	0
333	1	2	1	0	28	1095	0	1	1	0
333	1	1	2	0	28	1095	0	1	1	0
334	1	2	1	0	28	749	0	1	0	0
334	1	1	2	0	28	749	0	1	0	0
334	1	3	3	0	28	749	0	1	1	0
335	1	1	2	0	28	1095	0	1	0	0
335	1	3	3	0	28	1095	0	1	1	0
336	1	2	1	0	28	749	0	1	1	0
336	1	1	2	0	28	749	0	1	1	0
336	1	3	3	0	28	749	0	1	1	0
337	1	2	1	0	28	749	0	1	1	0
337	1	1	2	0	28	749	0	1	1	0
337	1	4	4	0	28	749	0	1	1	0
338	1	1	2	0	28	1095	0	1	1	0
338	1	4	4	0	28	1095	0	1	1	0
341	1	4	4	0	28	2292	0	1	1	0
343	1	2	1	0	28	1095	0	1	1	0
343	1	1	2	0	28	1095	0	1	0	0
344	1	2	1	0	28	749	0	1	0	0
344	1	1	2	0	28	749	0	1	0	0
344	1	3	3	0	28	749	0	1	1	0
345	1	1	2	0	28	1095	0	1	0	0
345	1	3	3	0	28	1095	0	1	1	0
346	1	2	1	0	28	1095	0	1	1	0
346	1	3	3	0	28	1095	0	1	1	0
347	1	2	1	0	28	1095	0	1	0	0
347	1	4	4	0	28	1095	0	1	1	0
351	1	4	4	0	28	2292	0	1	1	0
353	1	2	1	0	28	1095	0	1	1	0
354	1	3	3	0	28	749	0	1	1	0
355	1	3	3	0	28	749	0	1	1	0
356	1	3	3	0	28	749	0	1	1	0
357	1	4	4	0	28	749	0	1	1	0
358	1	4	4	0	28	749	0	1	1	0
360	1	2	1	0	28	1095	0	1	1	0
361	1	2	1	0	28	749	0	1	1	0
361	1	4	4	0	28	749	0	1	1	0
362	1	4	4	0	28	1095	0	1	1	0
363	1	2	1	0	28	1095	0	1	1	0
364	1	2	1	0	28	749	0	1	0	0
364	1	3	3	0	28	749	0	1	1	0
365	1	3	3	0	28	1095	0	1	1	0
366	1	2	1	0	28	749	0	1	1	0
366	1	3	3	0	28	749	0	1	1	0
367	1	2	1	0	28	749	0	1	1	0
367	1	4	4	0	28	749	0	1	1	0
368	1	2	1	0	28	749	0	1	0	0
368	1	1	2	0	28	749	0	1	1	0
368	1	4	4	0	28	749	0	1	1	0
369	1	1	2	0	28	2292	0	1	1	0
370	1	1	2	0	28	2292	0	1	1	0
371	1	4	4	0	28	2292	0	1	1	0
373	1	2	1	0	28	1095	0	1	1	0
373	1	1	2	0	28	1095	0	1	1	0
374	1	2	1	0	28	749	0	1	0	0
374	1	1	2	0	28	749	0	1	0	0
374	1	3	3	0	28	749	0	1	1	0
375	1	1	2	0	28	1095	0	1	0	0
375	1	3	3	0	28	1095	0	1	1	0
376	1	1	2	0	28	749	0	1	1	0
376	1	3	3	0	28	749	0	1	1	0
377	1	1	2	0	28	749	0	1	1	0
377	1	4	4	0	28	749	0	1	1	0
378	1	1	2	0	28	749	0	1	1	0
378	1	4	4	0	28	749	0	1	1	0
380	1	2	1	0	28	1095	0	1	1	0
380	1	1	2	0	28	1095	0	1	0	0
381	1	4	4	0	28	1095	0	1	1	0
384	1	1	2	0	28	749	0	1	0	0
384	1	3	3	0	28	749	0	1	1	0
385	1	1	2	0	28	749	0	1	0	0
385	1	3	3	0	28	749	0	1	1	0
386	1	3	3	0	28	1095	0	1	1	0
387	1	2	1	0	28	1095	0	1	1	0
387	1	4	4	0	28	1095	0	1	1	0
388	1	2	1	0	28	1095	0	1	1	0
388	1	4	4	0	28	1095	0	1	0	0
391	1	4	4	0	28	2292	0	1	1	0
393	1	2	1	0	28	1095	0	1	1	0
394	1	2	1	0	28	749	0	1	0	0
394	1	3	3	0	28	749	0	1	1	0
395	1	2	1	0	28	749	0	1	0	0
395	1	3	3	0	28	749	0	1	1	0
396	1	2	1	0	28	749	0	1	1	0
396	1	3	3	0	28	749	0	1	1	0
397	1	2	1	0	28	749	0	1	1	0
398	1	4	4	0	28	1095	0	1	1	0
401	1	4	4	0	28	1095	0	1	1	0
403	1	2	1	0	28	1095	0	1	1	0
